class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35901098714230034,0.6,0.7453559924999299,0.8459051693633013,0.916515138991168,0.9637888196533974,0.9910712498212337,1.0,0.9910712498212337,0.9637888196533974,0.916515138991168,0.8459051693633013,0.7453559924999299,0.6,0.35901098714230034,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.125,0.25,0.375,0.5,0.625,0.75,0.875,1.0,0.875,0.75,0.625,0.5,0.375,0.25,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3049106779729927,0.5150787536377127,0.6476890718445449,0.7453559924999299,0.8206518066482898,0.8793421577437804,0.9245946589975047,0.9583148474999099,0.9816918156232526,0.9954545219222319,1.0,0.9954545219222319,0.9816918156232526,0.9583148474999099,0.9245946589975047,0.8793421577437804,0.8206518066482898,0.7453559924999299,0.6476890718445449,0.5150787536377127,0.3049106779729927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.532938710021193,0.6389710663783135,0.7216024245882199,0.7882269819968922,0.8426500884694864,0.8871201995900613,0.9230769230769231,0.9514859136040755,0.9730085108210398,0.9880948137434714,0.9970370305242862,1.0,0.9970370305242862,0.9880948137434714,0.9730085108210398,0.9514859136040755,0.9230769230769231,0.8871201995900613,0.8426500884694864,0.7882269819968922,0.7216024245882199,0.6389710663783135,0.532938710021193,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.2916610405434509,0.4938181170261107,0.622513959272885,0.7183787670373177,0.7934038082997678,0.8531050813195037,0.9005354424873034,0.9375590718629488,0.9653740570075877,0.9847610132961848,0.9962121075990956,1.0,0.9962121075990956,0.9847610132961848,0.9653740570075877,0.9375590718629488,0.9005354424873034,0.8531050813195037,0.7934038082997678,0.7183787670373177,0.622513959272885,0.4938181170261107,0.2916610405434509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,0.8,1.0,0.8,0.6,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39965262694272663,0.5527707983925667,0.6614378277661477,0.7453559924999299,0.8122328620674136,0.8660254037844386,0.9090593428863095,0.9428090415820634,0.9682458365518543,0.9860132971832694,0.9965217285917832,1.0,0.9965217285917832,0.9860132971832694,0.9682458365518543,0.9428090415820634,0.9090593428863095,0.8660254037844386,0.8122328620674136,0.7453559924999299,0.6614378277661477,0.5527707983925667,0.39965262694272663,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.33791544979635457,0.5672735741760562,0.708329092870135,0.8086898285216189,0.8823529411764706,0.935645512975698,0.9719242142269592,0.9930554715373019,1.0,0.9930554715373019,0.9719242142269592,0.935645512975698,0.8823529411764706,0.8086898285216189,0.708329092870135,0.5672735741760562,0.33791544979635457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33791544979635457,0.5672735741760562,0.708329092870135,0.8086898285216189,0.8823529411764706,0.935645512975698,0.9719242142269592,0.9930554715373019,1.0,0.9930554715373019,0.9719242142269592,0.935645512975698,0.8823529411764706,0.8086898285216189,0.708329092870135,0.5672735741760562,0.33791544979635457,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.4,0.4666666666666667,0.5333333333333333,0.6,0.6666666666666666,0.7333333333333333,0.8,0.8666666666666667,0.9333333333333333,1.0,0.9333333333333333,0.8666666666666667,0.8,0.7333333333333333,0.6666666666666666,0.6,0.5333333333333333,0.4666666666666667,0.4,0.3333333333333333,0.26666666666666666,0.2,0.13333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2696336996029822,0.45812284729085123,0.5797213274999454,0.6717910054524835,0.7453559924999299,0.8055023396641313,0.8550663985640886,0.8958064164776166,0.9288841632581076,0.9550960709798242,0.9749960430435691,0.9889651794680511,0.9972527420619451,1.0,0.9972527420619451,0.9889651794680511,0.9749960430435691,0.9550960709798242,0.9288841632581076,0.8958064164776166,0.8550663985640886,0.8055023396641313,0.7453559924999299,0.6717910054524835,0.5797213274999454,0.45812284729085123,0.2696336996029822,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32014539633148525,0.5393131982084,0.6760648725613225,0.7753115717187492,0.850289180073869,0.9070362073481099,0.9488292830168392,0.9775881905793005,0.9944444014574307,1.0,0.9944444014574307,0.9775881905793005,0.9488292830168392,0.9070362073481099,0.850289180073869,0.7753115717187492,0.6760648725613225,0.5393131982084,0.32014539633148525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3286710990610898,0.45812284729085123,0.5527707983925667,0.6285393610547089,0.6916610887771518,0.7453559924999299,0.7915448249319449,0.8314794192830981,0.8660254037844386,0.8958064164776166,0.9212846639876111,0.9428090415820634,0.9606453592105879,0.9749960430435691,0.9860132971832694,0.9938079899999065,0.9984555975339683,1.0,0.9984555975339683,0.9938079899999065,0.9860132971832694,0.9749960430435691,0.9606453592105879,0.9428090415820634,0.9212846639876111,0.8958064164776166,0.8660254037844386,0.8314794192830981,0.7915448249319449,0.7453559924999299,0.6916610887771518,0.6285393610547089,0.5527707983925667,0.45812284729085123,0.3286710990610898,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5150787536377127,0.6998542122237652,0.8206518066482898,0.9035079029052513,0.9583148474999099,0.989743318610787,1.0,0.989743318610787,0.9583148474999099,0.9035079029052513,0.8206518066482898,0.6998542122237652,0.5150787536377127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.88,1.04,0.96,0.88,0.8,0.72,0.64,0.56,0.48,0.4,0.32,0.24,0.16,0.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.32014539633148525,0.4465937565388721,0.5393131982084,0.6137844099837158,0.6760648725613225,0.7292845505553168,0.7753115717187492,0.8153649149910351,0.850289180073869,0.8806947647727111,0.9070362073481099,0.929659038560826,0.9488292830168392,0.96475277788544,0.9775881905793005,0.9874559494365115,0.9944444014574307,0.9986139979479093,1.0,0.9986139979479093,0.9944444014574307,0.9874559494365115,0.9775881905793005,0.96475277788544,0.9488292830168392,0.929659038560826,0.9070362073481099,0.8806947647727111,0.850289180073869,0.8153649149910351,0.7753115717187492,0.7292845505553168,0.6760648725613225,0.6137844099837158,0.5393131982084,0.4465937565388721,0.32014539633148525,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.6389710663783135,0.7882269819968922,0.8871201995900613,0.9514859136040755,0.9880948137434714,1.0,0.9880948137434714,0.9514859136040755,0.8871201995900613,0.7882269819968922,0.6389710663783135,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.6389710663783135,0.7882269819968922,0.8871201995900613,0.9514859136040755,0.9880948137434714,1.0,0.9880948137434714,0.9514859136040755,0.8871201995900613,0.7882269819968922,0.6389710663783135,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.7272727272727273,1.0909090909090908,0.9090909090909091,0.7272727272727273,0.5454545454545454,0.36363636363636365,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778,0.6666666666666666,0.5555555555555556,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150787536377127,0.6998542122237652,0.8206518066482898,0.9035079029052513,0.9583148474999099,0.989743318610787,1.0,0.989743318610787,0.9583148474999099,0.9035079029052513,0.8206518066482898,0.6998542122237652,0.5150787536377127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.23733211036908788,0.4050699108216521,0.5150787536377127,0.6,0.6694499722205705,0.7278708115918284,0.7777518622180685,0.8206518066482898,0.8576189154173505,0.8893932809299074,0.916515138991168,0.9393875555870627,0.9583148474999099,0.9735271449943327,0.9851965514038096,0.9934479228979263,0.9983660119803514,1.0,0.9983660119803514,0.9934479228979263,0.9851965514038096,0.9735271449943327,0.9583148474999099,0.9393875555870627,0.916515138991168,0.8893932809299074,0.8576189154173505,0.8206518066482898,0.7777518622180685,0.7278708115918284,0.6694499722205705,0.6,0.5150787536377127,0.4050699108216521,0.23733211036908788,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,0.6875,0.75,0.8125,0.875,0.9375,1.0,0.9375,0.875,0.8125,0.75,0.6875,0.625,0.5625,0.5,0.4375,0.375,0.3125,0.25,0.1875,0.125,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.32,0.4,0.48,0.56,0.64,0.72,0.8,0.88,1.04,0.96,0.88,0.8,0.72,0.64,0.56,0.48,0.4,0.32,0.24,0.16,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.35294117647058826,0.47058823529411764,0.5882352941176471,0.7058823529411765,0.8235294117647058,1.0588235294117647,0.9411764705882353,0.8235294117647058,0.7058823529411765,0.5882352941176471,0.47058823529411764,0.35294117647058826,0.23529411764705882,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.22499908685620826,0.3846153846153846,0.48987110703955894,0.5716281233232808,0.6389710663783135,0.6960959979742681,0.7453559924999299,0.7882269819968922,0.8257047275951086,0.8584958483478567,0.8871201995900613,0.911970217629679,0.9333474217026305,0.9514859136040755,0.966568042306193,0.9787351119996058,0.9880948137434714,0.9947263969882474,0.9986842099564331,1.0,0.9986842099564331,0.9947263969882474,0.9880948137434714,0.9787351119996058,0.966568042306193,0.9514859136040755,0.9333474217026305,0.911970217629679,0.8871201995900613,0.8584958483478567,0.8257047275951086,0.7882269819968922,0.7453559924999299,0.6960959979742681,0.6389710663783135,0.5716281233232808,0.48987110703955894,0.3846153846153846,0.22499908685620826,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06060606060606061,0.12121212121212122,0.18181818181818182,0.24242424242424243,0.30303030303030304,0.36363636363636365,0.42424242424242425,0.48484848484848486,0.5454545454545454,0.6060606060606061,0.6666666666666666,0.7272727272727273,0.7878787878787878,0.8484848484848485,0.9090909090909091,1.0303030303030303,0.9696969696969697,0.9090909090909091,0.8484848484848485,0.7878787878787878,0.7272727272727273,0.6666666666666666,0.6060606060606061,0.5454545454545454,0.48484848484848486,0.42424242424242425,0.36363636363636365,0.30303030303030304,0.24242424242424243,0.18181818181818182,0.12121212121212122,0.06060606060606061,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.12903225806451613,0.1935483870967742,0.25806451612903225,0.3225806451612903,0.3870967741935484,0.45161290322580644,0.5161290322580645,0.5806451612903226,0.6451612903225806,0.7096774193548387,0.7741935483870968,0.8387096774193549,0.9032258064516129,1.032258064516129,0.967741935483871,0.9032258064516129,0.8387096774193549,0.7741935483870968,0.7096774193548387,0.6451612903225806,0.5806451612903226,0.5161290322580645,0.45161290322580644,0.3870967741935484,0.3225806451612903,0.25806451612903225,0.1935483870967742,0.12903225806451613,0.06451612903225806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3846153846153846,0.6389710663783135,0.7882269819968922,0.8871201995900613,0.9514859136040755,0.9880948137434714,1.0,0.9880948137434714,0.9514859136040755,0.8871201995900613,0.7882269819968922,0.6389710663783135,0.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.19047619047619047,0.2857142857142857,0.38095238095238093,0.47619047619047616,0.5714285714285714,0.6666666666666666,0.7619047619047619,0.8571428571428571,1.0476190476190477,0.9523809523809523,0.8571428571428571,0.7619047619047619,0.6666666666666666,0.5714285714285714,0.47619047619047616,0.38095238095238093,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.0,0.0,0,0,0,0,0,0
ellipse,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2916610405434509,0.4938181170261107,0.622513959272885,0.7183787670373177,0.7934038082997678,0.8531050813195037,0.9005354424873034,0.9375590718629488,0.9653740570075877,0.9847610132961848,0.9962121075990956,1.0,0.9962121075990956,0.9847610132961848,0.9653740570075877,0.9375590718629488,0.9005354424873034,0.8531050813195037,0.7934038082997678,0.7183787670373177,0.622513959272885,0.4938181170261107,0.2916610405434509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405405405405406,0.10810810810810811,0.16216216216216217,0.21621621621621623,0.2702702702702703,0.32432432432432434,0.3783783783783784,0.43243243243243246,0.4864864864864865,0.5405405405405406,0.5945945945945946,0.6486486486486487,0.7027027027027027,0.7567567567567568,0.8108108108108109,0.8648648648648649,0.918918918918919,1.027027027027027,0.972972972972973,0.918918918918919,0.8648648648648649,0.8108108108108109,0.7567567567567568,0.7027027027027027,0.6486486486486487,0.5945945945945946,0.5405405405405406,0.4864864864864865,0.43243243243243246,0.3783783783783784,0.32432432432432434,0.2702702702702703,0.21621621621621623,0.16216216216216217,0.10810810810810811,0.05405405405405406,0,0,0,0,0,0
square,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
triangle,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06896551724137931,0.13793103448275862,0.20689655172413793,0.27586206896551724,0.3448275862068966,0.41379310344827586,0.4827586206896552,0.5517241379310345,0.6206896551724138,0.6896551724137931,0.7586206896551724,0.8275862068965517,0.896551724137931,1.0344827586206897,0.9655172413793104,0.896551724137931,0.8275862068965517,0.7586206896551724,0.6896551724137931,0.6206896551724138,0.5517241379310345,0.4827586206896552,0.41379310344827586,0.3448275862068966,0.27586206896551724,0.20689655172413793,0.13793103448275862,0.06896551724137931,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
square,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
